strategy,droneCount,maxAngle,droneID,timeStamp,x,y
decentralizedWeighted,20,40.0,33806091806,2362,-253.105438232422,11.8156661987305
decentralizedWeighted,20,40.0,33990641193,2362,-221.98600769043,14.2590265274048
decentralizedWeighted,20,40.0,34175190580,2362,-207.137313842773,62.3525466918945
decentralizedWeighted,20,40.0,34359739967,2362,-211.846572875977,31.9844150543213
decentralizedWeighted,20,40.0,34544289354,2362,-145.455520629883,37.6317176818848
decentralizedWeighted,20,40.0,34728838741,2362,-172.015502929688,-41.474006652832
decentralizedWeighted,20,40.0,34913388128,2362,-202.780349731445,-43.0095977783203
decentralizedWeighted,20,40.0,35097937515,2362,-191.191513061523,3.11214637756348
decentralizedWeighted,20,40.0,35282486902,2362,-190.357650756836,29.2418575286865
decentralizedWeighted,20,40.0,31776048549,2462,-170.741790771484,-14.7796726226807
decentralizedWeighted,20,40.0,31960597936,2462,-231.030120849609,-40.7830047607422
decentralizedWeighted,20,40.0,32145147323,2463,-262.893249511719,-56.998851776123
decentralizedWeighted,20,40.0,32329696710,2463,-234.896087646484,76.2444686889648
